,headline,lyrics,singer,word_count,verse_count,chorus_count,lines_in_chorus_count,avg_line_in_verse_count
506,Big Weenie,i don't understand why are you being so mean  you're a mean  mean man  you're just jealous of me 'cause you  you just can't do what i do so instead of just admitting it you walk around and say all kinds of really mean things about me 'cause you're a meanie  a meanie  but it's only 'cause you're just really jealous of me 'cause i'm what you want to be so you just look like an idiot when you say these mean things 'cause it's too easy to see you're really just a big weenie  big weenie  alright  listen  i need you to focus i need you to go dig deep in your mind  this is important we are going to perform an experiment of the sorts i'm going to have to ask you to bear with me for a moment  now  i need you to open your mind  your eyes  close them you are now about to be placed under my hypnosis for the next four and a half minutes we are going to explore into your mind to find out why you're so fucking jealous  now  why did they make yoo hoo  hippity ga ga boo boo psych  i'm kidding  i just wanted to see if you're still listenin'  okay  now i need your undivided attention sir  i have a question why do i always sense this undeniable tension   from the moment that i enter into the room it gets all quiet and whispers whenever there's conversation  why am i always mentioned  i've been dying to ask  it's been itchin' at me is it just because  you're just jealous of me 'cause you  you just can't do what i do so instead of just admitting it you walk around and say all kinds of really mean things about me 'cause you're a meanie  a meanie  but it's only 'cause you're just really jealous of me 'cause i'm what you want to be so you just look like an idiot when you say these mean things 'cause it's too easy to see you're really just a big weenie  big weenie  alright  now i  i just flubbed a line i was going to say something extremely important but i forgot who or what it was  i fucked up psych  i'm kidding again  you idiot  no  i didn't  that's just what you wanted to hear from me is that i fucked up  ain't it  but i can bust one take without lookin' at no paper  it doesn't take a bunch of takes or me to stand here in this booth all day for me to say the truth  okay  you're droolin'  you have tooth decay  your mouth is open  you're disgusting what the fuck d'you eat for lunch a bunch of sweets or something  what  you munch a bunch of crunch 'n munch   your tooth is rotten to the gum your breath stinks  wanna chew some gum   yes i do  sir  what am i on   you  sir  are on truth serum   marshall  i'm so jealous of you   please say you won't tell nobody   i'd be so embarrassed  i'm just absolutely terrified   that someone's gonna find out why i'm saying   all these terrible  evil  and awful mean things   it's my own insecurity   you're just jealous of me 'cause you  you just can't do what i do so instead of just admitting it you walk around and say all kinds of really mean things about me 'cause you're a meanie  a meanie  but it's only 'cause you're just really jealous of me 'cause i'm what you want to be so you just look like an idiot when you say these mean things 'cause it's too easy to see you're really just a big weenie  big weenie  alright  now we  we're going to conduct that experiment that we were talking about earlier just to see what a frog looks like when it takes two hits of ecstasy 'cause that's exactly what your eyes look like  want to check to see   here's a mirror  notice the resemblance here  wait  let me put these sunglasses on now look in this mirror  how about now  what do you have in common  you're both green with envy and look like idiots with sunglasses on 'em  you look like i sound like  singing about weenies now take my weenie out of your mouth this is between me and you  i know you're not happy i know you'd much rather see me lying in the corner of a room somewhere crying curled up in a ball  tweaked out of my mind  dying there is no denying that my weenie is much bigger than yours is mine is like sticking a banana between two oranges why're you even doing this to yourself  it's pointless why do we have to keep on going through this  this is tortuous my point is this  that if you say mean things  your weenie will shrink now i forgot what the chorus is  you're just a     you're just jealous of me 'cause you  you just can't do what i do so instead of just admitting it you walk around and say all kinds of really mean things about me 'cause you're a meanie  a meanie  but it's only 'cause you're just really jealous of me 'cause i'm what you want to be so you just look like an idiot when you say these mean things 'cause it's too easy to see you're really just a big weenie  big weenie  get the fuck off my dick,Eminem,989,16,3,4,4.6875
507,Em Calls Paul,aye yo paul  it's em  i got your call about the michael jackson thing and i know that he's not thrilled about the video  what does he wanna be startin' somethin'  well i'll show him who's really bad   paul  the way you make me feel with these calls you should really take a look at the man in the mirror and tell him to beat it because i won't stop till i get enough  do you remember the time we were watching the billy jean video  well he'll always be that michaelto me  and it doesn't matter if he's black or white  because i can't stop loving him and i hate plastic surgeons  and i hope they all fucking die   how do you like that  and i like him  i like him a lot  i want to touch him  but i can't   excuse me  i'm taking a shit  sorry   anyways  call me back  i have this idea about how i want to end the show  so  hit me when you get this message  fucker  oh  and by the way  no i don't have a new gun  goddamn it ,Eminem,203,5,0,0,3.6
508,Just Lose It,okay   guess who's back  back  back  back again   'gain  'gain  shady's back  back  back  tell a friend  friend  friend   now everyone report to the dance floor  to the dance floor  to the dance floor  now everyone report to the dance floor  alright stop   pajama time   come here little kiddies  on my lap guess who's back with a brand new rap and i don't mean wrap as in a new case of child molestation accusation  aah aah aah aah aah no worries  papa's got a brand new bag of toys what else could i possibly do to make noise having touched on everything but little boys  an' that's not a stab at michael that's just a metaphor  i'm just psycho i go a little bit crazy sometimes i get a little bit out of control with my rhymes  good god  dip  do a little slide bend down  touch your toes and just glide up the center of the dance floor like tee pee for my bunghole and it's cool if you let one go  nobody's gonna know  who'd hear it give a little poot poot  it's okay   fart   oops my cd just skipped and everyone just heard you let one rip  now i'm gonna make you dance get your chance  yeah boy shake that ass oops i mean girl  girl  girl  girl girl  you know you're my world  alright now lose it  aah aah aah aah aah  just lose it  aah aah aah aah aah  go crazy  aah aah aah aah aah  oh baby  aah aah  oh baby aah aah    it's friday and it's my day  used to party all the way to sunday  maybe till monday  i dunno what day  every day's just a holiday  cruisin' on the freeway  feelin' kinda breezy  got the top down  let my hair blow  i dunno where i'm goin'  all i know is when i get there someone's gonna touch my body  'scuse me miss  i don't mean to sound like a jerk  but i'm feel just a little stressed out from work  could you punch me in the stomach and pull my hair  spit on me  maybe gouge my eyes out   there  what's your name girl  what's your sign dr  dre  man  you must be up out your mind eminem  dre  aah aah  beer goggles  blind i'm just trying to unwind now i'm  now i'm gonna make you dance  get your chance  yeah boy shake that ass   oops i mean girl  girl  girl  girl  girl  you know you're my world  alright now lose it  aah aah aah aah aah  just lose it  aah aah aah aah aah  go crazy  aah aah aah aah aah  oh baby  aah aah  oh baby aah aah    it's tuesday and i'm locked up  i'm in jail and i don't know what happened  they say i was running butt naked  down the street screaming  aah aah aah aah aah   well i'm sorry  i don't remember  all i know is this much  i'm not guilty  they said save it  boy we got you on tape yelling at an old lady    touch my body    now this is the part where the rap breaks down  it gets real intense no one makes a sound everything looks like it's 8 mile now the beat comes back and everybody lose themselves   a step back to reality  look it's b  rabbit  you signed me up to battle i'm a grown man  tubba tubba tubba tubba tubba tubba  i don't have any lines to go right here so  tubba teletubbie  fellas  what   fellas  what    grab your left nut  make the right one jealous  what    black girls  white girls  skinny girls  fat girls  tall girls  small girls  i'm calling all girls  everyone report to the dance floor  it's your chance for a little romance or  butt squeezin'  it's the season  just go aah aah aah aah  it's so appeasing   now i'm gonna make you dance  get your chance  yeah boy shake that ass   oops i mean girl  girl  girl  girl  girl  you know you're my world  alright now lose it  aah aah aah aah aah  just lose it  aah aah aah aah aah  go crazy  aah aah aah aah aah  oh baby  aah aah  oh baby aah aah    mmmmm touch my body  mmmmm touch my body  ooh boy just touch my body  i mean girl just touch my body,Eminem,776,20,3,4,4.15
509,Ass Like That,the way you shake it  i can't believe it i ain't never seen an ass like that the way you move it  you make my pee pee go d doing doing doing   i don't believe it  it's almost too good to be true  i ain't never seen an ass like that  the way you move it  you make my pee pee go  d doing doing doing  the way she moves she's like a belly dancer she's shaking that ass to the new nelly jams  i think someone's at the door  but i don't think i'm gon' answer police saying   freeze    d doing doing doing  what do you mean  freeze   please  i'm a human being  i have needs i'm not done  not till i'm finished peeing i am not resisting arrest  i am agreeing mr  officer  i'm already on my knees   i can't get on the ground any further  it's impossible for me and do not treat me like a murderer  i just like to pee pee  pee  yes i make r amp b i sing song it go   ring e chong  a ching chong chong chong ching   psych  i joke  i joke  i kid  i kid if i offend i'm sorry  please please forgive for i am triumph the puppet dog  i am a mere puppet i can get away with anything i say and you will love it  the way you shake it  i can't believe it i ain't never seen an ass like that the way you move it  you make my pee pee go d doing  doing  doing  jessica simpson looks oh so temptin' nick  i ain't never seen an ass like that every time i see that show on mtv my pee pee goes d doing  doing  doing  mary kate and ashley used to be so wholesome now they're getting older  they're starting to grow bum bums i go to the movies and sit down with my popcorn police saying   freeze    d doing doing doing  what do you mean  freeze   geez  i just got my seat  i have ticket look  i put away my zipper zip please do not remove me from this movie theater please i did not even get to see mary kate's shower scene  i didn't mean to be obscene or make a great big scene and don't treat me like i'm pee wee herman  this movie's pg mr  officer  i demand to see my attorney i will simply plead innocent  cop a plea and be free  free  yes  free  right back on the streets what you mean my lawyer's with michael  he's too busy i am triumph  britney spears has shoulders like a man and i can say that and you'll laugh  'cause there's a puppet on my hand  ha  ha  ha   the way you shake it  i can't believe it  i ain't never seen an ass like that  the way you move it  you make my pee pee go  d doing  doing  doing   hilary duff is not quite old enough so i ain't never seen a butt like that maybe next year i'll say ass and she'll make my pee pee go d doing  doing  doing   the way she moves she dances like a go go in that video she sings get out your poles  so i need a new boyfriend  hi my name is jojo police saying   freeze    d doing doing doing  what do you mean  freeze   my computers would be seized  and my keys to my ranch  i just baked cookies mr  officer  looky  take a whiff of these here  i make jesus juice  take a sip of this  nobody is safe from me  no not even me i don't even know if i can say the word pee pee  pee on the radio  but i think i did janet  is that a breast  i think i just saw a tit   psych  i joke  i joke  i kid  i kid i don't think my joke is working  i must flee quick get to the chopper  everybody get out i am not triumph  i am arnold  get down  the way you shake it  i can't believe it i ain't never seen an ass like that the way you move it  you make my pee pee go d doing doing doing  so gwen stefani  will you pee pee on me please  i ain't never seen an ass like that 'cause the way you move it  you make my pee pee go d doing  doing  doing   dr  dre  fuck is wrong with you   ha ,Eminem,795,21,0,0,4.0
510,Spend Some Time,eminem if there's any bitches in this room  then there's something i gotta say  for all the fools who fell for the first girl who comes their way  i've been down that road and now i'm back  sittin' on square one  tryna pick myself up where i started from   obie trice  i never woulda thought that i'd see you outta control  even though my penis was deep down in your hole  you should know between us we was like mates to soul  nothing could intervene us  especially no hoes  you was more or so the chalant type  i chose  to more shows  haunted you nights i suppose  that's how it go  with time spent  emotion grows  in the beginning  friends we decided to roll  so who's responsible when you get excited  explode  and obie's grinning  then you invite that obie's cold  but bitches the gon' talk  niggas they gon' hate  we established this way before we became mates   so whats required is that you chill with all that fire  get your desire when i retire  spend some time with me  say that you'll be mine  i never thought i'd find someone to be mine  lord knows i was right cuz you just crossed the line  spend some time with me  say that you'll be mine  eminem i used to say i never met a girl like you before  still ain't got a fuckin' clue as to who you truly are almost went as far as introducing you to my daughters till you went as far as goin' and snoopin' through my drawers  now i just feel stupid for the loop that you threw me for  can't believe i almost flew the coop for some stupid whore  you used to say all you wanted was for me to be yours  all i ever wanted from you was a few booty calls  if you recall i used to treat you like a groupie broad  when we fucked i refused to even take my jewelry off  but it threw me off the first time i called and you blew me off  it was a shock  it struck me as odd but it turned me on  you started getting moody on me  pretty soon we'd argue  and the ruder you got  the more beautiful you got to me  and who woulda even knew that who woulda even thought possibly  cupid could shoot another one of them goddamn darts at me  it's true that i got shot in the heart  but when someone seems too good to be true  they usually are  but see  when you're in it it's too hard to see  till you pull up and see some other dude's car parked and reach  up under the seat as your heart starts to beat  before you make a decision that's life altering  and just as you halt and you turn and you start to leave  you hear them words echoing  almost haunting  that taunting ring  spend some time with me  say that you'll be mine i never thought i'd find someone to be mine  lord knows i was right  'cause you just crossed the line  spend some time with me  say that you'll be mine  stat quo  yeah right  bitch  spend some time on my dick   in most cases  stat's attitude is fuck a bitch  my only motive is to get head and fuck a bitch  but you was different  thought we shared a covenant  even held your hand in public  we sufferin' because of this  shorty on some whole 'notha other shit  tryna play sick thinkin' i'mma trick off rick  i'll admit  i was caught in the mix  down to commit  feed you the best of me  i shoulda fed you piss  we started off closer than close  but who coulda predicted to know  your triflin' ways woulda stopped our growth  and the final result  back in that same boat  i ask myself  do i love these hoes  no    5  cent em introduced us   5  this is tanya  tanya this is 5    then slid off and left her to kick it with me  i complimented her  i said you have very nice lips  with my imagination  i could see her suckin' my dick  we played the phone game  a week later  shit changed fast had her comin' over in a cab to give me some ass downtown manhattan on the balcony  stare at the skyline penthouse full of imported shit  you know how i grind  she got to talkin'  talkin' like an opportunist too why talk when suckin' my dick is the real career move  said she's an inspiring actress  she do videos for practice yeah  yeah  now how many times have i heard that shit   spend some time with me  say that you'll be mine i never thought i'd find someone to be mine  lord knows i was right cuz you just crossed the line  spend some time with me  say that you'll be mine,Eminem,868,21,0,0,4.04761904762
511,Mockingbird,spoken yeah  i know sometimes things may not always make sense to you right now but hey  what daddy always tell you  straighten up little soldier  stiffen up that upper lip what you crying about  you got me   hailie  i know you miss your mom and i know you miss your dad when i'm gone  but i'm trying to give you the life that i never had i can see you're sad  even when you smile  even when you laugh i can see it in your eyes  deep inside you want to cry  'cause you're scared  i ain't there  daddy's with you in your prayers no more crying  wipe them tears  daddy's here  no more nightmares we gon' pull together through it  we gon' do it laney uncle's crazy  ain't he  yeah but he loves you girl and you better know it  we're all we got in this world when it spins  when it swirls when it whirls  when it twirls two little beautiful girls lookin' puzzled  in a daze  i know it's confusin' you daddy's always on the move  mama's always on the news  i try to keep you sheltered from it  but somehow it seems the harder that i try to do that  the more it backfires on me all the things growing up his daddy  that he had to see daddy don't want you to see but you see just as much as he did  we did not plan it to be this way  your mother and me but things have gotten so bad between us i don't see us ever being together ever again like we used to be when we was teenagers but then of course everything always happens for a reason  i guess it was never meant to be but it's just something we have no control over and that's what destiny is but no more worries  rest your head and go to sleep maybe one day we'll wake up and this will all just be a dream  now hush little baby  don't you cry everything's gonna be alright stiffen that upper lip up little lady  i told ya daddy's here to hold ya through the night  i know mommy's not here right now and we don't know why we fear how we feel inside it may seem a little crazy  pretty baby but i promise mama's gon' be alright  it's funny  i remember back one year  when daddy had no money mommy wrapped the christmas presents up  and stuck 'em under the tree and said some of 'em were from me  'cause daddy couldn't buy 'em i'll never forget that christmas i sat up the whole night crying  'cause daddy felt like a bum  see daddy had a job but his job was to keep the food on the table for you and mom and at the time every house that we lived in either kept getting broke into and robbed or shot up on the block and your mom  was saving money for you in a jar tryna start a piggy bank for you so you could go to college almost had a thousand dollars till someone broke in and stole it and i know it hurt so bad  it broke your mama's heart and it seemed like everything was just startin' to fall apart  mom and dad was arguin' a lot so mama moved back on the chalmers in the flat one bedroom apartment and dad moved back to the other side of 8 mile on novara and that's when daddy went to california with his cd and met dr  dre and flew you and mama out to see me  but daddy had to work  you and momma had to leave me then you started seeing daddy on the tv and mama didn't like it and you and laney were to young to understand it papa was a rollin' stone  momma developed a habit and it all happened too fast for either one of us to grab it i'm just sorry you were there and had to witness it first hand  'cause all i ever wanted to do was just make you proud now i'm sittin' in this empty house just reminiscing lookin' at your baby pictures  it just trips me out to see how much you both have grown  it's almost like you're sisters now  wow  guess you pretty much are and daddy's still here laney i'm talkin' to you too  daddy's still here i like the sound of that  yeah  it's got a ring to it  don't it  shh  mama's only gone for the moment  now hush little baby  don't you cry everything's gonna be alright stiffen that upper lip up little lady  i told ya daddy's here to hold ya through the night  i know mommy's not here right now and we don't know why we fear how we feel inside it may seem a little crazy  pretty baby but i promise mama's gon' be alright  and if you ask me too  daddy's gonna buy you a mockingbird i'mma give you the world i'mma buy a diamond ring for you  i'mma sing for you i'll do anything for you to see you smile  and if that mockingbird don't sing and that ring don't shine i'mma break that birdies' neck i'd go back to the jeweler who sold it to ya and make him eat every karat  don't fuck with dad  ha ha ,Eminem,972,16,2,4,4.375
512,Crazy In Love,i tell myself that i was doin' all right there's nothin' left to do tonight but go crazy on you crazy on you let me go crazy  crazy on you  oh  can't you see what you do to me  baby you make me crazy  you make me act like a maniac i'm like a lunatic  you make me sick you're truly the only one who can do this to me you just make me get so crazy  i go schizo  i get so insane i just go schizophrenic one minute i wanna slit your throat  the next i wanna sex you make me crazy  the way we act like two maniacs in the sack we fuck like two jackrabbits and maybe that's a bad habit  'cause the next day we right back at it in the same exact pattern what the fuck is the matter with us we can't figure out if it's lust or if it's love which that is attractin' us to each other they say that every man grows up to marry his own mother  which would explain why you're such a motherfuckin' bitch but i stay and still stick it out with you even though i just hit you today  but you deserved it  you hit me first and provoked me to choke you just 'cause i came home late last night crawled in bed and i woke you  but if there's one thing about you that i admire  it's baby because you stay with me  maybe 'cause you're as crazy as i am 'cause when i look at you  i can see an angel in your eyes but if i look deeper inside  i see a freakish little side  like a devil in disguise you're always full of surprises always pullin' devices out your  personal vibrators and dildos  you've fucked yourself so much you barely feel those anymore  you're only 24 but you're plenty more mature then those other little ho's  who just act like little girls like they're in middle school still you're crazy  sexy  cool chillin' you play your position you never step out of line even though i stay in your business you've always kept out of mine  i wonder what's on your mind sometimes they say love is blind maybe that's why the first time i dotted your eye you ain't see the sign or maybe you did maybe you like me in charge baby  'cause we're crazy in love  i go crazy on you crazy on you let me go crazy  crazy on you  oh  you are the ink to my paper what my pen is to my my pad the moral  the very fiber the whole substance to my rap  you are my reason for being the meaning of my existance if it wasn't for you i would never be able to spit this  as intense as i do  and the irony  is you rely on me as much  as i rely on you to inspire me like you do you provide me the lighter fluid to fuel in my fire you're my entire supply of gas  the match and igniter  the only way that i'm able to stay so stable is you're the legs to my table if you were to break i'd fall on my face but i'm always gonna make you feel i don't need you as much as i really need you so you don't use it to your advantage  but you're essential to me you're the air i breathe i believe if you ever leave me i'd probably have no reason to be  you are the kim to my marshall you're the slim to my shady the dre to my eminem the alaina to my hailie  you are the word that i'm lookin' for when i'm tryin' to describe how i feel inside and the right one just won't come to my mind  you're like the pillow that props me up the beam that supports me the bitch who never took half the wife who never divorced me  you're like the root to my evil you let my devil come out me you let me beat the shit out you before you beat the shit out me  and no matter how much too much is never enough baby  'cause we're crazy in love  i go crazy on you crazy on you let me go crazy  crazy on you  oh,Eminem,788,20,2,3,4.45
513,One Shot 2 Shot,i told ya'll mother fuckers i was comin' back   oh  shit   what now nigga  what now   what are you doin'   what  proof  the projects  nigga   eminem  one shot  two shot  three shots  four shots all i hear is gun shots  this is where the fun stops bodies drop  hit the floor  music's off  party stops everybody hit the door  somebody's lickin' shots off  bizarre  security's gone  i'm trapped in the club and i'm tryin'a run and get my muthafuckin' gun  nigga  what about your wife   nigga  fuck my wife i'm tryin'a run and save my muthafuckin' life  oh shit  the shooters comin' bitches hollerin'  niggas runnin' people shot all over the floor and i'm tryin'a make it to the saint andrews door  that's the sound of the glock  even dj house fucked around and got shot i done messed around and forget my tec i don't see nobody  but fab 5 and hex  kuniva   kuniva  you alright   these niggas is trippin'  where's bizzare at   i'm tryin'a slip thru the exit and get to where my car is at bitches screamin' everywhere and niggas is wild two minutes ago  we was all jokin' and smilin'  this chick is clingin' on to me sobbin' and sighin' says she didn't mean to diss me earlier and she cryin' but its real and its on  and cats is gettin' killed so i hugged her and used her body as a human shield  and she got hit now she's yellin'  don't leave me   i told her i'd be right back and the dumb bitch belived me i squeezed through the back door and made my escape i ran and got my  38  i hope it's not too late  eminem  one shot  two shot  three shots  four shots all i hear is gun shots  this is where the fun stops bodies drop  hit the floor  music's off  party stops everybody hit the door  somebody's lickin' shots off  swift  with kon artis    i been tryna call you all day muthafucker  where you at    i'm on seven mile     gun shots  what the fuck was that    gun shots  damn  somebody hit me from the back   wit' they car   wit' a gat nigga  and my tire's flat an i just hit a pole them niggas some hoe's  is you hit   i dont know  but i can tell you what they rolled with it was a black mitsubishi  shit  thats the clique we beefin' wit'  man  i swear   and i was on my way there  belive me  i'm leavin' a carcass today now i'mma park my car and walk the rest of the way i'm in the mood to strut  my ak ain't even tucked i'ma meet you at the club we gon' fuck these hoes up  eminem  one shot  two shot  three shots  four shots all i hear is gun shots  this is where the fun stops bodies drop  hit the floor  music's off  party stops everybody hit the door  somebody's lickin' shots off  i never seen no shit like this in my life before people are still camped out from the night before sleepin' outside the door  waitin in lines still tryin'a get in the club  to see d12 perform  the fire marshalls know the venue's too small people are wall to wall  three thousand and some odd fans and some cumwad from out the parking lot gets into an arguement over a parking spot  decides to pull his gun out and lets a few of 'em off missed who he's aimin' for  six feet away's the door into saint andrew's hall  now the strays flyin' all over the place grazed one bitch in the face  another one of 'em came through the wall before anyone could even hear the first shot go off i'm posted up at the bar havin' a mazel tov bullet wizzed right by my ear  damn near shot it off  thank god i'm alive  i gotta find denaun and where the fuck is von he usually tucks one on 'im wait a minute  i think i just saw bizarre naw  i guess not  what the fuck  oh my god  it was  i never saw him run so fast in my life look at him haulin' ass  i think he left his wife there she is on the ground beein' trampled i go to grab her up by the damn hand but i can't pull her  goddamn there just went a nother bullet  i'm hit my vest is barely able to handle it  it's too thin if i get hit again  i cant do it  i scooped deep followed bizzare's path  and ran through it and  made it to the front door and collapsed on the steps  looked up and i seen swift shootin' it out but i can't see who hes shootin' it out with but denuan's right behind him squeezin' his fourth fifth  one shot  two shot  three shots  four shots all i hear is gun shots  this is where the fun stops bodies drop  hit the floor  music's off  party stops everybody hit the door  somebody's lickin' shots off  kon arits  this is a friday night  came to this bitch right big ass in my left and desert eagle in my right i ain't come in this bitch to party  i came in this bitch to fight although i can't stay here to fight 'cause i'm poppin' niggas tonight  thats right bitches  i'm drunk on revenge shot a bouncer in the neck for tryin'a check when i got in swift told me to meet him here so it's clear that the fuck  shot out the back of his truck is up in this motherfucker  so one shot's for the money  two's to stop the show thirds for the bartender  i just wanna know who's drivin' a black mitsubishi  he tried to run so proof shot him in the knee wit' a three piece  eminem  one shot  two shot  three shots  four shots all i hear is gun shots  this is where the fun stops bodies drop  hit the floor  music's off  party stops everybody hit the door  somebody's lickin' shots off,Eminem,1112,21,4,5,4.95238095238
514,Final Thought, span style  padding 1em   img alt  trebleclef  class    data image key  trebleclef png  data image name  trebleclef png  height  68  src  https   vignette2 wikia nocookie net lyricwiki images 1 1e trebleclef png revision latest scale to width down 3  cb 2  9 423154754  width  3      span  instrumental,Eminem,47,1,0,0,1.0
515,Encore / Curtains Down, 5  cent   sh sh sh shady  aftermath  ha ha  g g g g g unit   ha ha   first we came here to set this party off right  let's bounce tonight  and if they don't let us in through the front  we'll come through the side  'cause i don't ever wanna leave the game without  at least saying goodbye  so all my people on the left  all my people on the right  scream one last time    eminem  get your ass up for the doctor  one more time  get your ass up for the doctor  come on now  here we go  cliff hanger  it's another club banger  got you hangin' on the edge of your seat  get on down    dr  dre  times up  game's over  you lose  i win  'bout to show these knuckleheads how to do this here  ooh yeah  new year  next phase  begin  look who's got you goin' crazy again  i'm a trend  i set one every time i'm in  i go out and just come back full circle again  you a fad  that means your something that we already had  but once you're gone  you don't come back  too bad    eminem  you're off the map now  radar can't even find you  we stay on the grind  you slip  we out grind you you walk around mad  you let your anger blind you  we walk around just playin' the violin behind you  enough with all the pissin' and moanin'  whinin' and bitchin'  sit and observe  listen  you'll learn if you pay attention why 1  multi platinum albums later  three diamond worldwide  we're on the charts with a bullet and still climbin'   first we came here to set this party off right  let's bounce tonight  and if they don't let us in through the front  we'll come through the side  'cause i don't ever wanna leave the game without  at least saying goodbye  so all my people on the left  all my people on the right  scream one last time    eminem  when dr  dre say crunk  you will get it crunk  get it crunk  crunk  crunk  crunk  and when 5  cent says jump  you get on one foot and jump  jump  jump  jump  jump    dr  dre  the buzz is tremendous  we drop you all to sense it  i don't gotta promote it for you to know that doc is off the benches    eminem  we keep the party rockin' off the hinges  we ain't showin' off  we just goin' off popular consensus    dr  dre  but critics say that doc is soft  doc is talk  doc is all washed up  knock it off  who the fuck is doc impressin'   doc is this  doc is that  you got the wrong impression  you must be on the cock of doc  'cause doc left you all guessin'  so dj take the needle and just drop it on the record  what   we gon' have this motherfucker hoppin' in a second  bump bump   that's why we always save the best cut last  to make you scratch and itch for it like fresh cut grass   eminem  'cause we done swam with the sharks  wrestle with alligators  spoke to a generation of angry teenagers  whom if it wasn't for rap to bridge the gap  maybe raised to be racist  who may have never got to see our faces  grace the cover of rolling stone pages  broke down barriers of language and races  just call on the cape crusaders and leave it to me and dre to pass the mic  and we can play the back and forth all day  like the hot potato game  that's why we came to   first we came here to set this party off right  let's bounce tonight  and if they don't let us in through the front  we'll come through the side  'cause i don't ever wanna leave the game without  at least saying goodbye  so all my people on the left  all my people on the right  scream one last time    eminem  5  cent  come on     5  cent  bounce now  hands up  you know how we do  we make the club jump everywhere we go it's no secret  everybody know  when dre's involved  there's plenty money involved    dr  dre  and plenty honeys involved  the sunny sundays and palm trees  cali  every day it's just another party from the valleys  all the way to them 8 mile alleys  let's rally    eminem  hands up for the grand finale   now raise up out your seat  dre is about to speak  blaze a pound of weed six days up out the week    dr  dre  you could catch me in the studio bangin' out the beats to  provide you with the heat that keep blazin' out your speaker    eminem  so nervous  ain't never 'cause shady aftermath together  along with g unit records presents the return of the the doc  and shady   no one could do it better  we tear the club up and leave without a strand of evidence and uh   first we came here to set this party off right  let's bounce tonight  and if they don't let us in through the front  we'll come through the side  'cuz i don't ever wanna leave the game without  at least saying goodbye  so all my people on the left  all my people on the right  scream one last time    eminem  yeah  ha ha  still aftermath  2  6  and don't worry about that detox album  it's comin'  we gonna make dre do it  ha ha   5  cent  g unit  obie trice  d twizzy  stat quo  dr  dre  we ain't leavin'  let's go  ha ha  ladies and gentlemen  thank you all for comin' out  peace       oh shit  i almost forgot  you're comin' with me   gunshots  ha ha  bye bye   final gunshot   see you in hell  fuckers ,Eminem,1026,25,4,4,4.04
516,We As Americans, glass smashing   dog's barking   there's an intruder  in my house he cut my phone line  can't dial out i scream for police  but i doubt they're gonna hear me when i shout  a couple o' cocktails  will send me to jail there's a couple of cops  hot on my trail but this time when i get pulled over  there's a doberman pincher and a pit bull in the seat  these pigs'll get bit  foolin' with me  quit foolin' with me  bitch you're gonna see no pistol in the seat  why it always gotta be an issue when you're me and which you're gonna see in the long run  i'mma be the wrong one  you wanna harass  with this limo tinted glass flashin' that flashlight on my ass where was you at  last night when them assholes ran up on my grass  rapper slash actor kiss the crack of my cracker slash ass  they took away my right to bare arms what i'm 'posed to fight wit' bare palms yeah right  they comin' with bombs i'm comin' with flare guns  we as americans  we as a americans  us as a citizen gotta protect ourselves  look at how shit has been we better check ourselves  livin' up in these streets through worse and through better health  surviving by any means  we as americans  us as a citizen we as samaritans  what do we get us in we better check ourselves  look at how shit has been take a look where you live  this is america and we are americans  i make bookoo bucks  wear bookoo vests drama hangin' over my head  like a voodoo hex i could've been next  to fly over the cuckoo's nest but you know who  with an  s  tattooed to my chest  but i've finessed it  now i got the industry pissy ever since me and dre split it 5  5  on 5   it's funny we got a buzz spreadin' quicker than making paper airplanes out of a 2  fuck money  i don't rap for dead presidents  i'd rather see the president dead  it's never been said  but i said precedents in the standards  and they can't stand it my name should've been bastard the shit should've been plastered  on my forehead with a stamp i should've been blasted i should've been had a cap put in my ass but i'm too swift and fast for that  one bastard i'm too old to go an' cruise gratiot  fuck that shit  i done seen how fast this rap shit can turn into some pap pap shit  that quick  snap click but this time they got the fuckin au to ma tic ain't no one gon' test this mon'  clack click  we as a americans  us as a citizen gotta protect ourselves  look at how shit has been we better check ourselves  livin' up in these streets through worse and through better health  surviving by any means  we as americans  us as a citizen we as samaritans  what do we get us in we better check ourselves  look at how shit has been take a look where you live  this is america  and we are americans  shh  i got a secret  if you can keep it between us i tuck 2 nina's under my jeans  either side of my penis under my long johns  under my sean johns when runnin' with the long arm or the long long gone  i'mma do five years no less than that  o questions asked so it might be a good idea that i stop right here and quit while i'm ahead  already in the red already got a steady infrared meant for my head  a target on my back  bigger problems than that bin laden on my ass  he probably gon' send a task i ain't gone even ask  they ain't gon' let me pack they ain't gon' gimme my semi but i got my weed back  we as a americans  us as a citizen gotta protect ourselves  look at how shit has been we better check ourselves  livin' up in these streets through worse and through better health  surviving by any means  we as americans  us as a citizen we as samaritans  what do we get us in we better check ourselves  look at how shit has been take a look where you live  this is america  and we are americans,Eminem,788,15,2,4,4.0
